booking_id,customer_id,hotel_id,room_id,created_at,checkin_date,checkout_date,nights,currency,total_amount,status,source
B000245,C01725,H003,H003-R016,2025-06-18,2025-07-10,2025-07-16,6,EUR,1040.27,checked_out,mobile
B000246,C01764,H001,H001-R001,2025-04-25,2025-05-20,2025-05-27,7,EUR,1311.15,confirmed,booking.com
B000247,C00236,H002,H002-R003,2025-06-04,2025-06-13,2025-06-15,2,EUR,242.04,confirmed,booking.com
B000248,C01609,H002,H002-R022,2025-03-08,2025-03-12,2025-03-17,5,EUR,757.34,confirmed,expedia
B000249,C00535,H007,H007-R006,2025-05-16,2025-05-28,2025-05-30,2,EUR,307.98,checked_out,expedia
B000250,C00952,H003,H003-R001,2025-06-29,2025-07-15,2025-07-17,2,USD,396.74,checked_out,expedia
B000251,C02133,H005,H005-R016,2025-03-03,2025-03-06,2025-03-08,2,EUR,238.64,confirmed,mobile
B000252,C02263,H007,H007-R006,2025-06-26,2025-07-11,2025-07-15,4,EUR,517.65,checked_out,web
B000253,C00878,H006,H006-R006,2025-06-05,2025-06-30,2025-07-01,1,EUR,137.47,cancelled,mobile
B000254,C01404,H001,H001-R008,2025-03-10,2025-03-30,2025-04-02,3,USD,586.72,confirmed,mobile
B000255,C00701,H003,H003-R010,2025-06-13,2025-06-23,2025-06-26,3,EUR,649.57,confirmed,expedia
B000256,C00769,H004,H004-R014,2025-03-05,2025-03-13,2025-03-14,1,EUR,128.95,confirmed,walk_in
B000257,C02449,H001,H001-R010,2025-01-29,2025-02-02,2025-02-06,4,GBP,597.84,confirmed,mobile
B000258,C02692,H002,H002-R013,2025-07-21,2025-07-22,2025-07-27,5,EUR,698.12,cancelled,booking.com
B000259,C01998,H001,H001-R017,2025-05-27,2025-06-14,2025-06-16,2,EUR,238.84,confirmed,walk_in
B000260,C02396,H008,H008-R006,2025-03-25,2025-03-30,2025-03-31,1,EUR,149.01,checked_out,walk_in
B000261,C01877,H004,H004-R005,2025-01-06,2025-01-16,2025-01-22,6,EUR,1202.24,checked_out,mobile
B000262,C00840,H006,H006-R011,2025-07-08,2025-08-02,2025-08-08,6,EUR,1002.13,confirmed,walk_in
B000263,C00437,H003,H003-R010,2025-06-28,2025-06-28,2025-07-05,7,EUR,1021.28,checked_out,walk_in
B000264,C01902,H001,H001-R002,2025-05-17,2025-05-17,2025-05-20,3,EUR,453.8,confirmed,mobile
B000265,C02496,H007,H007-R002,2025-01-16,2025-02-08,2025-02-11,3,EUR,476.6,confirmed,expedia
B000266,C00685,H003,H003-R010,2025-05-25,2025-05-29,2025-05-31,2,EUR,415.1,checked_out,web
B000267,C01571,H008,H008-R011,2025-04-06,2025-04-08,2025-04-12,4,EUR,591.48,checked_out,walk_in
B000268,C00931,H008,H008-R003,2025-03-16,2025-03-31,2025-04-03,3,EUR,494.75,checked_out,web
B000269,C02724,H006,H006-R023,2025-03-13,2025-04-06,2025-04-10,4,EUR,780.79,checked_out,web
B000270,C02390,H006,H006-R014,2025-03-10,2025-03-19,2025-03-24,5,EUR,1051.64,confirmed,expedia
B000271,C00851,H005,H005-R004,2025-06-25,2025-07-20,2025-07-21,1,USD,195.73,checked_out,expedia
B000272,C00162,H007,H007-R021,2025-03-08,2025-03-11,2025-03-13,2,EUR,374.84,confirmed,walk_in
B000273,C01180,H003,H003-R011,2025-06-04,2025-06-27,2025-07-01,4,EUR,733.29,confirmed,booking.com
B000274,C02189,H005,H005-R004,2025-06-05,2025-06-23,2025-06-24,1,USD,131.65,confirmed,web
B000275,C02742,H006,H006-R020,2025-03-26,2025-04-19,2025-04-21,2,GBP,292.78,confirmed,web
B000276,C01298,H003,H003-R003,2025-07-07,2025-07-16,2025-07-18,2,EUR,400.32,confirmed,web
B000277,C01749,H002,H002-R019,2025-06-19,2025-07-07,2025-07-10,3,EUR,619.14,checked_out,web
B000278,C00564,H008,H008-R022,2025-03-06,2025-03-26,2025-03-27,1,USD,195.76,no_show,walk_in
B000279,C00855,H006,H006-R001,2025-06-27,2025-07-09,2025-07-15,6,USD,931.98,confirmed,mobile
B000280,C02238,H003,H003-R021,2025-07-09,2025-07-13,2025-07-14,1,EUR,176.91,checked_out,walk_in
B000281,C01089,H006,H006-R020,2025-02-03,2025-02-11,2025-02-14,3,EUR,591.29,checked_out,expedia
B000282,C02410,H001,H001-R023,2025-06-30,2025-07-14,2025-07-15,1,EUR,195.59,checked_out,web
B000283,C00873,H008,H008-R016,2025-01-26,2025-01-31,2025-02-01,1,USD,130.57,checked_out,web
B000284,C02388,H006,H006-R012,2025-02-17,2025-03-09,2025-03-10,1,GBP,212.56,confirmed,walk_in
B000285,C01158,H005,H005-R018,2025-04-09,2025-04-10,2025-04-15,5,EUR,718.44,confirmed,web
B000286,C00566,H007,H007-R023,2025-04-07,2025-04-30,2025-05-03,3,USD,555.88,cancelled,web
B000287,C01418,H007,H007-R017,2025-05-14,2025-05-23,2025-05-24,1,GBP,211.44,confirmed,walk_in
B000288,C00026,H004,H004-R006,2025-04-27,2025-04-28,2025-04-29,1,EUR,203.33,checked_out,web
B000289,C01179,H008,H008-R015,2025-01-19,2025-01-19,2025-01-22,3,GBP,548.13,confirmed,expedia
B000290,C01322,H008,H008-R020,2025-05-14,2025-05-22,2025-05-25,3,EUR,496.56,checked_out,booking.com
B000291,C00460,H005,H005-R009,2025-05-31,2025-06-14,2025-06-16,2,EUR,364.76,cancelled,expedia
B000292,C01832,H003,H003-R001,2025-02-23,2025-02-28,2025-03-04,4,USD,484.13,confirmed,expedia
B000293,C02457,H008,H008-R020,2025-06-25,2025-07-07,2025-07-08,1,EUR,130.43,confirmed,walk_in
B000294,C02504,H007,H007-R021,2025-05-03,2025-05-08,2025-05-12,4,EUR,609.89,cancelled,expedia
B000295,C02195,H006,H006-R011,2025-04-08,2025-04-24,2025-04-25,1,EUR,184.38,confirmed,mobile
B000296,C01836,H008,H008-R020,2025-05-20,2025-05-23,2025-05-24,1,EUR,149.62,confirmed,web
B000297,C01463,H005,H005-R010,2025-02-16,2025-02-21,2025-02-22,1,EUR,220.3,confirmed,web
B000298,C02770,H001,H001-R018,2025-07-07,2025-07-12,2025-07-15,3,USD,547.97,checked_out,web
B000299,C01080,H001,H001-R017,2025-03-06,2025-03-24,2025-03-28,4,USD,574.54,checked_out,mobile
B000300,C00695,H002,H002-R021,2025-07-08,2025-07-15,2025-07-16,1,EUR,165.65,confirmed,web
B000301,C02555,H008,H008-R017,2025-03-23,2025-03-29,2025-03-30,1,USD,154.73,confirmed,web
B000302,C02075,H003,H003-R013,2025-05-01,2025-05-07,2025-05-10,3,EUR,379.08,confirmed,expedia
B000303,C02915,H003,H003-R001,2025-02-05,2025-02-24,2025-02-25,1,GBP,202.23,checked_out,expedia
B000304,C01864,H005,H005-R023,2025-04-18,2025-05-06,2025-05-09,3,EUR,384.13,confirmed,mobile
B000305,C00656,H003,H003-R008,2025-02-08,2025-02-27,2025-03-02,3,USD,647.51,checked_out,web
B000306,C01776,H002,H002-R018,2025-03-05,2025-03-09,2025-03-13,4,EUR,676.61,checked_out,web
B000307,C02272,H006,H006-R024,2025-04-17,2025-04-18,2025-04-22,4,GBP,569.5,confirmed,walk_in
B000308,C01888,H005,H005-R013,2025-06-22,2025-07-15,2025-07-17,2,EUR,324.15,confirmed,web
B000309,C01607,H001,H001-R005,2025-03-13,2025-03-24,2025-03-26,2,GBP,410.98,confirmed,booking.com
B000310,C01936,H003,H003-R014,2025-03-31,2025-04-09,2025-04-13,4,EUR,708.05,checked_out,web
B000311,C02492,H004,H004-R013,2025-02-28,2025-03-08,2025-03-14,6,EUR,1034.66,checked_out,booking.com
B000312,C01587,H003,H003-R009,2025-02-04,2025-02-17,2025-02-19,2,GBP,292.32,no_show,expedia
B000313,C02839,H002,H002-R004,2025-03-19,2025-04-09,2025-04-14,5,EUR,957.82,confirmed,web
B000314,C01366,H004,H004-R024,2025-04-28,2025-05-19,2025-05-21,2,EUR,302.38,checked_out,web
B000315,C02222,H005,H005-R007,2025-02-14,2025-02-16,2025-02-22,6,EUR,1195.0,checked_out,booking.com
B000316,C01581,H008,H008-R001,2025-02-19,2025-03-08,2025-03-09,1,USD,218.21,checked_out,expedia
B000317,C01433,H007,H007-R018,2025-05-14,2025-06-07,2025-06-13,6,EUR,770.46,confirmed,walk_in
B000318,C02168,H002,H002-R004,2025-02-26,2025-03-11,2025-03-14,3,EUR,400.54,confirmed,web
B000319,C02844,H004,H004-R011,2025-05-10,2025-05-18,2025-05-20,2,EUR,335.23,checked_out,mobile
B000320,C00854,H003,H003-R009,2025-04-25,2025-05-03,2025-05-05,2,EUR,381.27,checked_out,web
B000321,C02320,H004,H004-R012,2025-02-01,2025-02-08,2025-02-13,5,USD,1036.0,checked_out,walk_in
B000322,C01850,H003,H003-R020,2025-02-10,2025-03-01,2025-03-02,1,EUR,143.28,checked_out,mobile
B000323,C00404,H006,H006-R005,2025-05-05,2025-05-26,2025-05-30,4,EUR,713.9,confirmed,walk_in
B000324,C02519,H001,H001-R008,2025-05-09,2025-05-30,2025-05-31,1,EUR,199.29,checked_out,expedia
B000325,C01491,H002,H002-R018,2025-05-20,2025-06-12,2025-06-13,1,EUR,161.11,checked_out,expedia
B000326,C01428,H008,H008-R018,2025-04-11,2025-04-23,2025-04-27,4,EUR,817.76,confirmed,expedia
B000327,C00438,H004,H004-R012,2025-07-09,2025-07-29,2025-07-31,2,USD,269.98,checked_out,booking.com
B000328,C01357,H001,H001-R010,2025-03-04,2025-03-18,2025-03-21,3,EUR,496.2,checked_out,expedia
B000329,C00524,H006,H006-R006,2025-01-04,2025-01-15,2025-01-17,2,USD,366.7,confirmed,web
B000330,C00254,H002,H002-R021,2025-06-24,2025-07-06,2025-07-13,7,EUR,1456.46,confirmed,web
B000331,C01730,H001,H001-R005,2025-07-08,2025-07-31,2025-08-03,3,EUR,426.89,confirmed,web
B000332,C01439,H005,H005-R007,2025-07-05,2025-07-05,2025-07-11,6,EUR,857.57,checked_out,booking.com
B000333,C02157,H004,H004-R002,2025-01-27,2025-02-05,2025-02-07,2,USD,316.72,no_show,mobile
B000334,C00776,H001,H001-R020,2025-01-18,2025-02-07,2025-02-08,1,EUR,122.47,confirmed,walk_in
B000335,C02436,H004,H004-R006,2025-02-10,2025-02-13,2025-02-19,6,EUR,1285.69,confirmed,web
B000336,C00417,H007,H007-R018,2025-01-30,2025-02-09,2025-02-13,4,EUR,546.96,confirmed,booking.com
B000337,C00109,H007,H007-R013,2025-06-17,2025-06-22,2025-06-28,6,EUR,796.95,confirmed,web
B000338,C01749,H008,H008-R018,2025-07-04,2025-07-22,2025-07-25,3,EUR,413.46,checked_out,mobile
B000339,C00511,H003,H003-R011,2025-05-04,2025-05-04,2025-05-05,1,EUR,132.51,checked_out,mobile
B000340,C02037,H001,H001-R007,2025-03-06,2025-03-11,2025-03-18,7,EUR,882.99,confirmed,walk_in
B000341,C02391,H002,H002-R013,2025-05-11,2025-05-19,2025-05-20,1,EUR,120.6,confirmed,walk_in
B000342,C00601,H003,H003-R024,2025-07-06,2025-07-20,2025-07-21,1,EUR,164.89,no_show,web
B000343,C01762,H008,H008-R001,2025-03-30,2025-04-23,2025-04-28,5,EUR,934.47,checked_out,web
B000344,C01544,H004,H004-R011,2025-03-09,2025-03-10,2025-03-15,5,GBP,843.8,confirmed,walk_in
B000345,C01660,H004,H004-R024,2025-01-21,2025-02-08,2025-02-09,1,EUR,192.77,checked_out,booking.com
B000346,C00166,H006,H006-R018,2025-02-07,2025-03-03,2025-03-07,4,EUR,650.09,confirmed,expedia
B000347,C01663,H006,H006-R018,2025-02-27,2025-03-22,2025-03-27,5,USD,796.88,checked_out,walk_in
B000348,C01043,H007,H007-R014,2025-01-21,2025-01-26,2025-02-01,6,EUR,1153.2,cancelled,mobile
B000349,C01046,H002,H002-R017,2025-01-05,2025-01-05,2025-01-07,2,EUR,389.13,checked_out,mobile
B000350,C00504,H001,H001-R013,2025-02-20,2025-03-09,2025-03-14,5,EUR,865.41,confirmed,booking.com
B000351,C00803,H002,H002-R018,2025-05-11,2025-05-29,2025-05-31,2,GBP,404.15,checked_out,web
B000352,C01317,H003,H003-R006,2025-01-06,2025-01-31,2025-02-04,4,EUR,840.74,confirmed,booking.com
B000353,C00197,H007,H007-R010,2025-01-06,2025-01-23,2025-01-29,6,EUR,1158.9,confirmed,walk_in
B000354,C02974,H001,H001-R015,2025-01-05,2025-01-05,2025-01-08,3,EUR,579.04,cancelled,booking.com
B000355,C00946,H003,H003-R002,2025-04-16,2025-05-02,2025-05-05,3,EUR,641.37,checked_out,expedia
B000356,C01620,H004,H004-R018,2025-05-21,2025-06-13,2025-06-17,4,USD,895.2,confirmed,booking.com
B000357,C01149,H003,H003-R024,2025-02-06,2025-02-20,2025-02-22,2,EUR,357.73,confirmed,web
B000358,C01898,H008,H008-R006,2025-01-28,2025-02-20,2025-02-25,5,EUR,1109.01,confirmed,mobile
B000359,C02121,H004,H004-R012,2025-03-31,2025-04-22,2025-04-26,4,EUR,655.8,checked_out,walk_in
B000360,C01987,H006,H006-R002,2025-01-15,2025-01-20,2025-01-21,1,EUR,135.72,confirmed,booking.com
B000361,C00209,H007,H007-R010,2025-06-03,2025-06-15,2025-06-18,3,EUR,415.97,confirmed,mobile
B000362,C01678,H004,H004-R008,2025-01-14,2025-02-08,2025-02-09,1,EUR,139.95,cancelled,mobile
B000363,C00466,H001,H001-R007,2025-07-13,2025-07-15,2025-07-18,3,EUR,393.58,cancelled,web
B000364,C01223,H001,H001-R011,2025-07-17,2025-07-22,2025-07-23,1,EUR,185.97,confirmed,booking.com
B000365,C00306,H008,H008-R008,2025-03-16,2025-04-10,2025-04-11,1,EUR,159.18,confirmed,web
B000366,C01039,H004,H004-R010,2025-03-26,2025-04-07,2025-04-11,4,EUR,477.14,checked_out,booking.com
B000367,C01728,H003,H003-R010,2025-04-01,2025-04-19,2025-04-22,3,USD,525.82,cancelled,booking.com
B000368,C00921,H006,H006-R022,2025-06-04,2025-06-11,2025-06-14,3,GBP,479.38,confirmed,web
B000369,C00375,H002,H002-R003,2025-06-29,2025-07-07,2025-07-10,3,EUR,461.54,confirmed,web
B000370,C00923,H007,H007-R020,2025-04-27,2025-05-07,2025-05-08,1,USD,216.01,confirmed,mobile
B000371,C02653,H004,H004-R007,2025-04-16,2025-04-24,2025-04-29,5,USD,887.17,confirmed,expedia
B000372,C02682,H002,H002-R022,2025-06-07,2025-06-09,2025-06-11,2,GBP,412.7,cancelled,mobile
B000373,C01449,H002,H002-R018,2025-05-31,2025-06-18,2025-06-20,2,EUR,419.5,confirmed,booking.com
B000374,C01207,H007,H007-R023,2025-06-07,2025-06-24,2025-06-28,4,EUR,593.64,cancelled,mobile
B000375,C00721,H006,H006-R019,2025-02-19,2025-03-11,2025-03-15,4,GBP,687.75,no_show,walk_in
B000376,C01786,H007,H007-R022,2025-07-16,2025-08-03,2025-08-07,4,EUR,797.05,checked_out,expedia
B000377,C02979,H001,H001-R014,2025-03-23,2025-03-25,2025-03-26,1,EUR,156.89,cancelled,booking.com
B000378,C01498,H007,H007-R011,2025-02-23,2025-03-07,2025-03-11,4,EUR,590.22,confirmed,expedia
B000379,C02793,H001,H001-R001,2025-01-11,2025-01-29,2025-02-05,7,EUR,1169.54,checked_out,mobile
B000380,C00140,H008,H008-R007,2025-05-06,2025-05-12,2025-05-17,5,USD,751.43,checked_out,expedia
B000381,C01414,H001,H001-R010,2025-06-09,2025-06-09,2025-06-14,5,GBP,664.07,confirmed,booking.com
B000382,C01346,H001,H001-R018,2025-02-08,2025-02-27,2025-03-03,4,USD,785.26,confirmed,walk_in
B000383,C00125,H006,H006-R013,2025-05-31,2025-06-19,2025-06-21,2,EUR,289.37,cancelled,web
B000384,C02169,H006,H006-R014,2025-03-13,2025-03-17,2025-03-19,2,EUR,296.31,checked_out,booking.com
B000385,C01613,H002,H002-R010,2025-05-24,2025-06-12,2025-06-18,6,EUR,1061.93,confirmed,expedia
B000386,C02866,H006,H006-R013,2025-03-04,2025-03-17,2025-03-18,1,EUR,148.15,confirmed,expedia
B000387,C00368,H004,H004-R025,2025-05-28,2025-06-12,2025-06-19,7,EUR,1467.46,checked_out,mobile
B000388,C00336,H004,H004-R017,2025-06-22,2025-07-05,2025-07-07,2,EUR,429.4,checked_out,web
B000389,C00744,H005,H005-R024,2025-07-04,2025-07-20,2025-07-25,5,EUR,956.02,no_show,booking.com
B000390,C01245,H007,H007-R018,2025-03-26,2025-04-01,2025-04-04,3,XXX,442.26,confirmed,web
B000391,C01624,H008,H008-R001,2025-02-07,2025-02-25,2025-02-27,2,EUR,296.47,confirmed,web
B000392,C02352,H005,H005-R004,2025-01-06,2025-01-07,2025-01-08,1,USD,128.66,checked_out,walk_in
B000393,C02408,H007,H007-R023,2025-04-04,2025-04-13,2025-04-14,1,EUR,130.92,confirmed,web
B000394,C02968,H005,H005-R004,2025-03-18,2025-03-31,2025-04-01,1,EUR,184.0,confirmed,mobile
B000395,C00424,H005,H005-R015,2025-01-20,2025-02-14,2025-02-15,1,EUR,214.06,checked_out,expedia
B000396,C02852,H008,H008-R012,2025-01-14,2025-01-22,2025-01-23,1,EUR,135.35,confirmed,walk_in
B000397,C00721,H004,H004-R009,2025-04-27,2025-04-27,2025-04-30,3,EUR,394.57,no_show,walk_in
B000398,C01963,H003,H003-R007,2025-04-05,2025-04-08,2025-04-11,3,USD,555.0,checked_out,web
B000399,C00561,H005,H005-R014,2025-04-29,2025-05-18,2025-05-21,3,EUR,456.27,no_show,booking.com
B000400,C00469,H004,H004-R014,2025-01-24,2025-02-13,2025-02-15,2,EUR,299.78,cancelled,mobile
B000401,C02738,H003,H003-R007,2025-03-17,2025-03-29,2025-04-01,3,EUR,455.61,confirmed,walk_in
B000402,C02049,H003,H003-R002,2025-03-11,2025-03-21,2025-03-25,4,EUR,659.46,confirmed,walk_in
B000403,C02574,H008,H008-R011,2025-05-28,2025-06-05,2025-06-07,2,USD,269.66,confirmed,mobile
B000404,C00450,H006,H006-R017,2025-01-14,2025-02-07,2025-02-13,6,USD,1007.35,checked_out,expedia
B000405,C01483,H008,H008-R018,2025-06-23,2025-07-15,2025-07-18,3,USD,549.22,checked_out,booking.com
B000406,C01421,H007,H007-R013,2025-03-27,2025-04-15,2025-04-18,3,EUR,613.22,checked_out,mobile
B000407,C01627,H005,H005-R009,2025-04-06,2025-04-30,2025-05-03,3,EUR,542.89,confirmed,web
B000408,C00200,H005,H005-R020,2025-07-12,2025-07-23,2025-07-25,2,USD,435.05,confirmed,booking.com
B000409,C02012,H006,H006-R004,2025-04-06,2025-04-15,2025-04-16,1,GBP,145.29,confirmed,expedia
B000410,C02434,H005,H005-R015,2025-05-08,2025-05-15,2025-05-20,5,USD,1023.08,checked_out,walk_in
B000411,C02151,H003,H003-R011,2025-06-08,2025-06-28,2025-06-29,1,EUR,121.45,checked_out,walk_in
B000412,C02790,H006,H006-R017,2025-01-23,2025-02-03,2025-02-10,7,USD,1243.5,checked_out,booking.com
B000413,C00683,H007,H007-R015,2025-07-12,2025-07-24,2025-07-27,3,EUR,479.37,checked_out,mobile
B000414,C02488,H005,H005-R006,2025-03-06,2025-03-13,2025-03-15,2,EUR,383.18,confirmed,walk_in
B000415,C00197,H005,H005-R023,2025-05-24,2025-06-13,2025-06-17,4,EUR,869.73,confirmed,booking.com
B000416,C02466,H007,H007-R006,2025-01-17,2025-01-17,2025-01-21,4,EUR,535.22,checked_out,web
B000417,C02625,H007,H007-R003,2025-02-10,2025-03-06,2025-03-07,1,GBP,185.71,checked_out,web
B000418,C01593,H001,H001-R015,2025-06-20,2025-06-29,2025-07-02,3,EUR,392.49,confirmed,booking.com
B000419,C01998,H001,H001-R023,2025-04-26,2025-05-11,2025-05-12,1,EUR,133.57,checked_out,mobile
B000420,C00839,H001,H001-R001,2025-06-24,2025-06-25,2025-06-30,5,USD,909.49,confirmed,mobile
B000421,C01999,H007,H007-R011,2025-06-25,2025-07-20,2025-07-23,3,EUR,366.21,checked_out,walk_in
B000422,C02694,H006,H006-R011,2025-03-08,2025-03-20,2025-03-22,2,EUR,429.52,checked_out,booking.com
B000423,C02336,H008,H008-R018,2025-06-28,2025-07-11,2025-07-12,1,EUR,149.62,confirmed,web
B000424,C00862,H002,H002-R023,2025-05-14,2025-05-14,2025-05-15,1,USD,170.75,checked_out,mobile
B000425,C01970,H008,H008-R007,2025-03-20,2025-03-29,2025-03-30,1,USD,189.61,confirmed,booking.com
B000426,C02837,H003,H003-R008,2025-02-14,2025-03-06,2025-03-07,1,USD,213.94,confirmed,booking.com
B000427,C00949,H006,H006-R011,2025-02-16,2025-02-24,2025-02-26,2,EUR,436.61,checked_out,web
B000428,C02466,H005,H005-R011,2025-07-05,2025-07-05,2025-07-10,5,EUR,827.19,cancelled,web
B000429,C00057,H007,H007-R005,2025-04-22,2025-04-23,2025-04-28,5,EUR,666.32,cancelled,mobile
B000430,C01114,H004,H004-R003,2025-03-31,2025-04-21,2025-04-24,3,EUR,504.98,checked_out,booking.com
B000431,C00207,H001,H001-R004,2025-02-23,2025-03-03,2025-03-04,1,EUR,147.62,confirmed,walk_in
B000432,C00284,H003,H003-R012,2025-04-08,2025-04-26,2025-04-28,2,EUR,251.69,confirmed,walk_in
B000433,C01876,H008,H008-R019,2025-05-28,2025-05-30,2025-06-02,3,EUR,588.33,confirmed,walk_in
B000434,C02855,H007,H007-R001,2025-06-11,2025-06-21,2025-06-24,3,GBP,605.52,confirmed,expedia
B000435,C01570,H006,H006-R001,2025-01-31,2025-02-03,2025-02-07,4,EUR,547.29,checked_out,expedia
B000436,C00229,H003,H003-R007,2025-03-29,2025-04-07,2025-04-09,2,EUR,274.56,checked_out,walk_in
B000437,C02342,H008,H008-R024,2025-03-28,2025-04-19,2025-04-22,3,EUR,387.61,confirmed,mobile
B000438,C02975,H001,H001-R021,2025-04-03,2025-04-25,2025-04-29,4,EUR,567.53,checked_out,walk_in
B000439,C01766,H006,H006-R013,2025-05-01,2025-05-26,2025-05-27,1,EUR,124.97,confirmed,expedia
B000440,C01016,H003,H003-R016,2025-01-16,2025-02-02,2025-02-04,2,EUR,311.04,confirmed,booking.com
B000441,C02012,H001,H001-R017,2025-02-24,2025-03-05,2025-03-08,3,EUR,471.83,cancelled,booking.com
B000442,C02787,H006,H006-R009,2025-01-21,2025-02-06,2025-02-10,4,EUR,525.64,confirmed,walk_in
B000443,C00125,H006,H006-R017,2025-04-17,2025-05-01,2025-05-02,1,USD,160.2,cancelled,walk_in
B000444,C00375,H002,H002-R006,2025-01-13,2025-01-25,2025-01-30,5,USD,718.0,checked_out,web
B000445,C02554,H004,H004-R018,2025-04-13,2025-05-06,2025-05-09,3,EUR,633.68,checked_out,booking.com
B000446,C01189,H006,H006-R010,2025-01-10,2025-02-01,2025-02-03,2,EUR,302.18,no_show,mobile
B000447,C01347,H002,H002-R011,2025-03-15,2025-04-07,2025-04-14,7,EUR,1060.54,confirmed,web
B000448,C01368,H007,H007-R007,2025-07-14,2025-08-07,2025-08-11,4,EUR,720.09,checked_out,web
B000449,C00499,H007,H007-R013,2025-05-22,2025-06-16,2025-06-19,3,USD,586.06,checked_out,booking.com
B000450,C00560,H001,H001-R007,2025-06-30,2025-07-03,2025-07-06,3,EUR,426.94,checked_out,web
B000451,C00437,H005,H005-R020,2025-04-02,2025-04-14,2025-04-18,4,EUR,823.86,confirmed,walk_in
B000452,C02689,H002,H002-R010,2025-01-24,2025-02-17,2025-02-21,4,EUR,594.14,confirmed,expedia
B000453,C02352,H007,H007-R022,2025-05-15,2025-05-20,2025-05-24,4,EUR,756.49,confirmed,walk_in
B000454,C00627,H002,H002-R006,2025-06-12,2025-07-05,2025-07-07,2,EUR,297.66,checked_out,walk_in
B000455,C01507,H003,H003-R002,2025-01-17,2025-01-18,2025-01-19,1,EUR,146.12,checked_out,booking.com
B000456,C02480,H007,H007-R018,2025-05-07,2025-05-13,2025-05-14,1,EUR,187.76,confirmed,walk_in
B000457,C00775,H008,H008-R009,2025-01-18,2025-02-05,2025-02-06,1,GBP,178.1,checked_out,walk_in
B000458,C00315,H007,H007-R020,2025-05-10,2025-05-12,2025-05-13,1,EUR,141.53,checked_out,expedia
B000459,C02328,H001,H001-R010,2025-06-24,2025-07-06,2025-07-07,1,USD,149.85,checked_out,walk_in
B000460,C02816,H004,H004-R020,2025-04-30,2025-05-24,2025-05-30,6,USD,776.77,confirmed,expedia
B000461,C01819,H005,H005-R024,2025-03-29,2025-04-18,2025-04-21,3,EUR,532.4,checked_out,booking.com
B000462,C02033,H003,H003-R005,2025-07-08,2025-07-14,2025-07-16,2,EUR,263.11,confirmed,expedia
B000463,C01599,H005,H005-R003,2025-01-19,2025-02-03,2025-02-04,1,EUR,139.33,confirmed,web
B000464,C01029,H003,H003-R002,2025-01-19,2025-01-24,2025-01-26,2,EUR,358.83,checked_out,web
B000465,C02255,H002,H002-R005,2025-01-05,2025-01-16,2025-01-18,2,EUR,417.7,checked_out,mobile
B000466,C02561,H004,H004-R018,2025-04-03,2025-04-09,2025-04-11,2,USD,302.65,confirmed,expedia
B000467,C00575,H002,H002-R021,2025-04-06,2025-04-06,2025-04-13,7,EUR,1436.62,confirmed,booking.com
B000468,C00079,H007,H007-R003,2025-07-14,2025-08-07,2025-08-11,4,USD,840.42,checked_out,walk_in
B000469,C00079,H004,H004-R012,2025-02-08,2025-02-27,2025-03-06,7,EUR,1348.19,confirmed,web
B000470,C00795,H004,H004-R007,2025-02-23,2025-03-09,2025-03-15,6,USD,1035.21,confirmed,mobile
B000471,C00040,H007,H007-R005,2025-01-25,2025-01-28,2025-01-29,1,EUR,179.18,no_show,expedia
B000472,C02859,H003,H003-R005,2025-06-02,2025-06-09,2025-06-11,2,EUR,312.74,checked_out,web
B000473,C00582,H008,H008-R024,2025-01-10,2025-01-30,2025-02-02,3,USD,668.47,checked_out,web
B000474,C00352,H003,H003-R008,2025-02-21,2025-02-26,2025-03-02,4,EUR,613.15,checked_out,booking.com
B000475,C02166,H002,H002-R001,2025-06-17,2025-07-05,2025-07-09,4,EUR,557.74,cancelled,expedia
B000476,C00468,H002,H002-R007,2025-01-28,2025-02-16,2025-02-20,4,USD,849.41,checked_out,expedia
B000477,C01671,H004,H004-R013,2025-05-01,2025-05-03,2025-05-05,2,USD,266.32,confirmed,mobile
